Region,Month of Period End,Property Type,Region Type,Seasonally Adjusted,State Code,Avg Sale To List,Avg Sale To List Mom,Avg Sale To List Yoy,Homes Sold,Homes Sold Mom,Homes Sold Yoy,Inventory,Inventory Mom,Inventory Yoy,Median Dom,Median Dom Mom,Median Dom Yoy,Median Sale Price,Median Sale Price Mom,Median Sale Price Yoy,New Listings,New Listings Mom,New Listings Yoy
"Washington, DC metro area",May 2012,All Residential,Metro,False,DC,0.986872819,0.4%,0.8%,5864,18.1%,13.4%,16991,0.3%,-23.2%,26,-6,-11,$337K,3.7%,8.7%,7284,-4.1%,-2.8%
"Washington, DC metro area",May 2014,All Residential,Metro,False,DC,0.991549079,0.1%,-0.3%,6029,15.1%,-9.9%,17225,9.0%,18.8%,19,-4,5,$375K,2.7%,1.1%,9739,3.4%,8.1%
"Chicago, IL metro area",August 2015,All Residential,Metro,False,IL,0.968570957,-0.3%,-0.1%,9562,-11.4%,5.3%,37018,-1.9%,-1.0%,44,4,4,$224K,-2.0%,3.3%,11138,-11.3%,1.3%
"Chicago, IL metro area",April 2020,All Residential,Metro,False,IL,0.977252494,0.3%,0.2%,7300,-0.3%,-16.1%,24076,-2.3%,-19.4%,25,-23,-11,$275K,3.8%,7.0%,7000,-37.0%,-52.7%
"Boston, MA metro area",January 2017,All Residential,Metro,False,MA,0.986563710,-0.3%,0.6%,3191,-26.1%,3.8%,6139,-3.3%,-20.2%,30,7,-5,$425K,1.2%,7.6%,3390,85.7%,3.3%
"Boston, MA metro area",December 2017,All Residential,Metro,False,MA,0.994362110,-0.3%,0.5%,3957,-12.1%,-8.3%,5312,-26.8%,-16.4%,21,6,-2,$455K,0.0%,8.3%,1690,-52.1%,-7.4%
"Philadelphia, PA metro area",March 2012,All Residential,Metro,False,PA,0.931032356,1.0%,-0.1%,1405,33.9%,9.1%,11762,1.9%,-6.4%,94,1,-8,$138K,1.9%,-3.5%,3119,20.7%,-5.6%
"Washington, DC metro area",August 2012,All Residential,Metro,False,DC,0.983258764,-0.1%,0.5%,5601,0.9%,7.5%,15686,-3.9%,-24.6%,35,3,-11,$335K,-1.6%,7.0%,5893,1.0%,1.4%
"Washington, DC metro area",July 2014,All Residential,Metro,False,DC,0.989550616,-0.1%,-0.4%,6202,-5.9%,-5.4%,19664,5.9%,30.0%,23,4,3,$375K,-3.4%,1.4%,7692,-6.9%,6.5%
"Washington, DC metro area",February 2015,All Residential,Metro,False,DC,0.983123893,0.4%,-0.4%,3703,4.5%,3.6%,14598,2.8%,12.4%,61,0,15,$353K,3.7%,5.2%,6197,16.8%,8.3%
"Washington, DC metro area",July 2015,All Residential,Metro,False,DC,0.988024563,-0.2%,-0.2%,7098,-6.5%,14.4%,20851,0.7%,6.0%,29,6,6,$375K,-3.8%,0.0%,8080,-5.2%,5.0%
"Washington, DC metro area",November 2015,All Residential,Metro,False,DC,0.984787513,-0.1%,0.1%,4446,-15.1%,8.0%,17132,-12.2%,2.2%,44,2,2,$360K,1.4%,1.4%,4544,-32.3%,6.3%
"Washington, DC metro area",April 2019,All Residential,Metro,False,DC,0.997808122,0.3%,0.2%,6745,16.6%,0.7%,13908,10.1%,2.0%,24,-9,11,$420K,3.4%,3.7%,9709,10.1%,-6.2%
"Chicago, IL metro area",January 2015,All Residential,Metro,False,IL,0.959199030,-0.2%,-0.8%,4967,-30.2%,-3.3%,29882,-0.1%,13.2%,70,11,11,$178K,-3.7%,8.5%,8528,56.9%,11.8%
"Chicago, IL metro area",April 2016,All Residential,Metro,False,IL,0.972040378,0.3%,0.4%,8958,21.1%,10.4%,32184,5.2%,-8.6%,41,-22,-12,$231K,10.0%,10.0%,14423,1.4%,-3.7%
"Chicago, IL metro area",September 2017,All Residential,Metro,False,IL,0.972859657,-0.2%,0.2%,8364,-18.3%,-4.0%,31013,0.3%,-6.8%,36,4,-5,$234K,-2.5%,6.4%,10256,-9.6%,-0.3%
"Chicago, IL metro area",January 2018,All Residential,Metro,False,IL,0.967645139,-0.2%,0.4%,5210,-27.5%,-6.4%,22075,-0.2%,-8.6%,56,7,-6,$225K,-0.9%,7.7%,8230,81.2%,-3.4%
"Boston, MA metro area",June 2015,All Residential,Metro,False,MA,1.000608031,0.4%,0.6%,6191,54.2%,10.9%,12463,3.0%,-43.8%,10,-2,-64,$425K,4.9%,2.6%,7643,-9.0%,15.3%
"Boston, MA metro area",April 2016,All Residential,Metro,False,MA,0.994728730,0.6%,0.6%,3648,14.8%,22.5%,9771,8.3%,-8.2%,16,-14,-34,$415K,6.4%,7.8%,7037,0.1%,-15.0%
"Philadelphia, PA metro area",October 2015,All Residential,Metro,False,PA,0.949958697,-0.3%,0.4%,2021,9.1%,10.9%,11088,-2.9%,-7.6%,59,4,0,$165K,4.4%,9.9%,2632,-4.6%,-3.9%
"Philadelphia, PA metro area",May 2018,All Residential,Metro,False,PA,0.974177435,0.1%,0.3%,2690,16.5%,-1.2%,6842,2.9%,-23.4%,30,-5,-4,$206K,3.0%,3.8%,3536,0.9%,2.1%
"Philadelphia, PA metro area",September 2018,All Residential,Metro,False,PA,0.971509819,-0.3%,0.3%,2020,-21.9%,-8.2%,6848,1.7%,-21.7%,33,2,-8,$200K,-3.1%,8.5%,2768,-3.9%,-3.0%
"Philadelphia, PA metro area",September 2019,All Residential,Metro,False,PA,0.967661049,-0.1%,-0.4%,2083,-13.1%,3.1%,7249,4.8%,5.9%,38,-1,5,$200K,-11.1%,0.2%,2984,11.9%,7.8%
"Seattle, WA metro area",October 2016,All Residential,Metro,False,WA,1.008654623,-0.1%,0.4%,4484,-7.1%,10.3%,5763,-16.7%,-8.0%,13,2,-2,$443K,-1.7%,9.3%,3591,-31.3%,-7.2%
"Seattle, WA metro area",August 2017,All Residential,Metro,False,WA,1.025345929,-0.9%,1.1%,5374,8.7%,1.4%,5435,-0.3%,-17.8%,8,0,-2,$520K,-1.9%,15.6%,5390,-4.7%,0.4%
"Phoenix, AZ",July 2012,All Residential,Place/City,False,AZ,1.008505869,-0.1%,1.7%,2228,-12.2%,-18.1%,5392,0.2%,-32.8%,33,-1,-18,$129K,3.6%,52.3%,2565,-7.0%,-7.4%
"Phoenix, AZ",December 2012,All Residential,Place/City,False,AZ,1.001416274,0.4%,1.3%,2013,-1.6%,-16.5%,5325,-8.2%,-17.7%,42,7,-18,$133K,-3.8%,36.9%,1771,-21.1%,-17.0%
"Phoenix, AZ",November 2014,All Residential,Place/City,False,AZ,0.972313020,-0.2%,-0.5%,1423,-20.1%,-3.7%,6608,-2.3%,-2.3%,56,4,12,$178K,-1.7%,9.2%,1832,-21.1%,-11.2%
"Phoenix, AZ",December 2014,All Residential,Place/City,False,AZ,0.972932371,0.1%,-0.4%,1788,25.7%,8.9%,6009,-9.1%,-7.8%,55,-1,7,$185K,3.7%,10.1%,1454,-20.6%,-11.7%
"Phoenix, AZ",February 2017,All Residential,Place/City,False,AZ,0.979625052,0.4%,0.5%,1811,9.8%,10.5%,6010,2.9%,-5.0%,53,-5,-4,$225K,4.9%,13.6%,2569,0.3%,-1.8%
"Phoenix, AZ",October 2017,All Residential,Place/City,False,AZ,0.980746219,0.0%,0.3%,2080,-0.2%,1.4%,5850,0.2%,-6.7%,44,2,-4,$244K,6.9%,11.8%,2461,-0.9%,0.0%
"Phoenix, AZ",September 2018,All Residential,Place/City,False,AZ,0.981866410,0.2%,0.1%,1973,-17.9%,-5.3%,5602,1.0%,-4.0%,45,5,3,$249K,-0.4%,9.2%,2390,-8.1%,-3.7%
"Los Angeles, CA",June 2013,All Residential,Place/City,False,CA,1.015716577,0.6%,2.5%,2686,-6.8%,-6.6%,4899,11.1%,-31.2%,15,0,-19,$467K,3.9%,37.2%,3388,0.7%,9.2%
"New York, NY",January 2018,All Residential,Place/City,False,NY,0.969703613,0.0%,0.0%,1915,-7.4%,1.4%,20568,1.7%,-11.1%,79,2,-12,$620K,1.6%,7.2%,3844,85.0%,11.6%
"New York, NY",January 2020,All Residential,Place/City,False,NY,0.965652118,0.4%,-0.1%,1680,-5.4%,-5.5%,16013,4.3%,-24.1%,80,-4,-1,$620K,-0.4%,-0.8%,3642,89.1%,-13.0%
"New York, NY",July 2020,All Residential,Place/City,False,NY,0.962545974,-0.2%,-0.4%,997,-9.6%,-52.3%,21794,16.3%,14.4%,89,5,4,$589K,-6.5%,-12.7%,6538,39.1%,87.6%
"Houston, TX",April 2018,All Residential,Place/City,False,TX,0.971143359,0.2%,-0.2%,2733,1.0%,3.9%,9337,6.3%,-1.7%,28,-9,-2,$220K,1.1%,2.8%,4321,4.7%,6.0%
"Washington, DC metro area",April 2013,All Residential,Metro,False,DC,0.992492544,0.4%,1.0%,5496,11.1%,10.7%,13251,8.6%,-21.8%,18,-10,-14,$353K,4.3%,8.5%,8867,21.1%,16.7%
"Washington, DC metro area",April 2018,All Residential,Metro,False,DC,0.995517415,0.3%,0.2%,6698,12.6%,4.4%,13635,12.3%,-11.1%,13,-7,-4,$405K,3.2%,3.8%,10347,8.1%,5.9%
"Chicago, IL metro area",May 2013,All Residential,Metro,False,IL,0.971486470,0.4%,2.1%,9545,19.4%,30.6%,31397,2.2%,-23.9%,44,-6,-26,$184K,7.3%,8.2%,12871,-1.0%,13.8%
"Chicago, IL metro area",September 2014,All Residential,Metro,False,IL,0.966729107,-0.3%,-0.6%,7996,-12.0%,-4.5%,37547,0.4%,13.7%,44,4,3,$197K,-9.1%,6.5%,10815,-1.7%,6.0%
"Chicago, IL metro area",June 2017,All Residential,Metro,False,IL,0.978769467,0.1%,0.3%,12181,12.1%,3.9%,30619,3.7%,-10.0%,29,0,-4,$255K,2.0%,3.7%,13765,-2.9%,1.0%
"Boston, MA metro area",September 2015,All Residential,Metro,False,MA,0.989530571,-0.6%,0.6%,4674,-18.9%,15.5%,12893,8.0%,-32.6%,20,4,-63,$395K,-6.2%,4.8%,6478,27.3%,11.9%
"Philadelphia, PA metro area",November 2017,All Residential,Metro,False,PA,0.962626227,-0.3%,0.6%,2195,0.5%,10.0%,8188,-5.1%,-8.5%,53,10,5,$185K,0.0%,7.2%,2149,-20.8%,3.0%
"Seattle, WA metro area",October 2019,All Residential,Metro,False,WA,0.994559848,0.0%,0.3%,4059,7.3%,7.8%,6533,-12.4%,-23.3%,19,-2,-2,$560K,3.7%,1.8%,3724,-15.8%,-4.6%
"Seattle, WA metro area",April 2020,All Residential,Metro,False,WA,1.014268460,-0.2%,1.0%,2968,-19.7%,-28.2%,4752,9.1%,-24.0%,6,-1,-4,$600K,1.7%,4.9%,3666,-27.8%,-34.4%
"Phoenix, AZ",July 2013,All Residential,Place/City,False,AZ,0.992024608,-0.3%,-1.6%,2335,2.4%,4.8%,5349,1.4%,-0.8%,36,2,3,$170K,0.0%,31.3%,2526,-6.3%,-1.5%
"Phoenix, AZ",July 2014,All Residential,Place/City,False,AZ,0.974870230,-0.1%,-1.7%,1964,-6.4%,-15.9%,6930,2.1%,29.6%,47,0,11,$182K,2.2%,7.1%,2362,3.4%,-6.5%
"Phoenix, AZ",October 2016,All Residential,Place/City,False,AZ,0.978165931,0.0%,0.1%,2051,-2.2%,7.7%,6268,0.7%,2.4%,48,-1,3,$218K,-3.1%,11.8%,2462,-1.2%,-1.6%
"Los Angeles, CA",March 2013,All Residential,Place/City,False,CA,1.004571638,0.7%,2.8%,2456,27.7%,-4.7%,3836,-3.5%,-53.3%,18,-3,-43,$415K,7.8%,29.7%,2953,9.8%,-8.3%
"Los Angeles, CA metro area",May 2016,All Residential,Metro,False,CA,0.997218254,0.1%,0.1%,6766,4.9%,0.6%,16740,3.0%,2.2%,34,-1,3,$540K,1.9%,9.1%,8769,-1.1%,1.3%
"Los Angeles, CA metro area",January 2017,All Residential,Metro,False,CA,0.989343125,-0.2%,0.1%,4821,-23.9%,2.8%,15089,2.7%,4.8%,53,4,10,$540K,0.9%,8.0%,6650,71.7%,-5.7%
"Washington, DC metro area",April 2012,All Residential,Metro,False,DC,0.982807371,0.3%,0.5%,4967,9.9%,4.0%,16944,2.5%,-22.8%,32,-18,-16,$325K,5.9%,10.5%,7599,-7.6%,-8.5%
"Washington, DC metro area",November 2013,All Residential,Metro,False,DC,0.989634967,-0.2%,0.5%,4208,-17.7%,-13.8%,14576,-7.8%,6.5%,31,4,-2,$346K,1.1%,4.8%,4575,-26.1%,8.5%
"Washington, DC metro area",May 2017,All Residential,Metro,False,DC,0.994335425,0.1%,0.2%,7885,22.9%,8.7%,15895,3.6%,-12.8%,15,-2,-5,$400K,2.6%,3.9%,9918,1.5%,8.7%
"Chicago, IL metro area",April 2012,All Residential,Metro,False,IL,0.948221243,0.3%,0.3%,6085,5.3%,18.8%,41394,0.4%,-19.7%,85,-16,-21,$157K,4.7%,-1.9%,11219,-4.3%,0.2%
"Chicago, IL metro area",September 2012,All Residential,Metro,False,IL,0.956606176,0.2%,1.5%,6579,-18.5%,20.8%,38081,-2.4%,-21.1%,63,-1,-23,$160K,-5.8%,0.0%,8829,-9.4%,3.9%
"Chicago, IL metro area",August 2013,All Residential,Metro,False,IL,0.974918177,0.0%,2.0%,10056,-1.8%,24.5%,32459,-0.1%,-16.8%,39,1,-25,$198K,-2.0%,16.5%,11334,-5.0%,16.4%
"Chicago, IL metro area",November 2013,All Residential,Metro,False,IL,0.968007535,-0.2%,1.4%,6690,-18.2%,0.0%,29080,-11.6%,-12.3%,50,6,-18,$170K,-2.9%,9.7%,6872,-26.9%,3.4%
"Chicago, IL metro area",March 2016,All Residential,Metro,False,IL,0.969354890,0.5%,0.6%,7399,36.0%,1.6%,30600,5.7%,-6.6%,63,-8,-7,$210K,10.5%,5.0%,14218,20.9%,1.4%
"Chicago, IL metro area",April 2017,All Residential,Metro,False,IL,0.976423774,0.3%,0.4%,8889,4.3%,-0.8%,28611,3.7%,-11.1%,34,-16,-7,$246K,4.7%,6.5%,13302,-8.2%,-7.8%
"Boston, MA metro area",December 2013,All Residential,Metro,False,MA,0.978347493,-0.3%,0.7%,3787,4.9%,6.0%,13016,-20.9%,-5.0%,86,6,-16,$371K,2.2%,8.3%,1811,-38.2%,8.2%
"Boston, MA metro area",October 2014,All Residential,Metro,False,MA,0.981597936,-0.2%,-0.2%,3981,-1.6%,1.7%,18543,-3.1%,-0.7%,82,-1,3,$370K,-1.9%,2.8%,4888,-15.6%,0.7%
"Boston, MA metro area",October 2016,All Residential,Metro,False,MA,0.992399480,-0.2%,0.5%,4068,-12.8%,-4.8%,9842,-8.3%,-18.5%,19,2,-3,$415K,-0.8%,6.4%,4601,-26.2%,-12.2%
"Boston, MA metro area",March 2018,All Residential,Metro,False,MA,1.000389605,0.8%,0.4%,3138,48.1%,-8.2%,5677,4.3%,-19.7%,17,-11,-3,$465K,5.9%,8.0%,5212,28.1%,-16.9%
"Boston, MA metro area",May 2019,All Residential,Metro,False,MA,1.002644949,0.5%,-1.1%,4918,31.7%,12.3%,10091,18.9%,14.0%,11,-3,2,$519K,6.9%,3.9%,8237,17.8%,-0.4%
"Boston, MA metro area",August 2019,All Residential,Metro,False,MA,0.997310729,-0.5%,-0.5%,5649,-0.4%,-5.7%,9997,-8.0%,14.8%,23,8,11,$518K,-2.3%,3.4%,4385,-11.1%,-11.4%
"Philadelphia, PA metro area",February 2018,All Residential,Metro,False,PA,0.960885011,0.0%,0.6%,1450,-17.0%,-8.6%,6933,4.7%,-16.6%,68,5,9,$175K,-5.4%,9.4%,2680,22.0%,-5.8%
"Philadelphia, PA metro area",November 2018,All Residential,Metro,False,PA,0.965278951,-0.3%,0.3%,2128,-1.6%,-3.1%,6554,-5.4%,-20.0%,35,3,-18,$199K,0.5%,7.3%,2124,-27.6%,-1.2%
"Philadelphia, PA metro area",February 2019,All Residential,Metro,False,PA,0.958953776,-0.6%,-0.2%,1428,-4.7%,-1.5%,6391,4.4%,-7.8%,52,4,-16,$185K,-0.4%,5.7%,2497,6.6%,-6.8%
"Philadelphia, PA metro area",March 2019,All Residential,Metro,False,PA,0.964843777,0.6%,-0.2%,1887,32.1%,-8.2%,6812,6.6%,4.6%,51,-1,1,$198K,6.8%,0.8%,3209,28.5%,4.3%
"Philadelphia, PA metro area",June 2019,All Residential,Metro,False,PA,0.976627596,0.4%,-0.1%,2615,-1.8%,-13.7%,7486,0.0%,10.6%,39,2,10,$237K,8.7%,10.1%,3048,-14.9%,-4.0%
"Seattle, WA metro area",June 2017,All Residential,Metro,False,WA,1.044095961,-0.3%,1.8%,5499,9.7%,-0.5%,4941,19.0%,-18.4%,7,0,-1,$525K,2.9%,12.9%,6482,3.6%,2.2%
"Seattle, WA metro area",September 2017,All Residential,Metro,False,WA,1.018367355,-0.7%,0.9%,4698,-12.6%,-2.7%,5724,5.3%,-17.3%,10,2,-1,$510K,-1.9%,13.3%,4977,-7.7%,-4.7%
"Phoenix, AZ",November 2012,All Residential,Place/City,False,AZ,0.997668647,-1.3%,0.9%,2045,-5.3%,-8.8%,5803,-0.7%,-16.6%,35,-2,-14,$138K,2.2%,51.6%,2244,-16.0%,-5.7%
"Phoenix, AZ",November 2013,All Residential,Place/City,False,AZ,0.977112136,-0.7%,-2.1%,1477,-19.8%,-27.8%,6762,0.8%,16.5%,44,3,9,$163K,-1.0%,18.4%,2063,-25.0%,-8.1%
"Phoenix, AZ",November 2016,All Residential,Place/City,False,AZ,0.978160230,0.0%,0.1%,1827,-10.9%,21.1%,6117,-2.4%,1.2%,47,-1,2,$215K,-1.4%,7.5%,2090,-15.1%,6.3%
"Phoenix, AZ",May 2019,All Residential,Place/City,False,AZ,0.982835531,0.0%,-0.2%,2871,7.9%,4.2%,5754,-3.8%,2.3%,42,-4,3,$262K,2.3%,2.4%,2893,0.8%,-1.1%
"Phoenix, AZ",October 2019,All Residential,Place/City,False,AZ,0.984534847,0.0%,0.5%,2195,-1.7%,5.6%,4652,1.0%,-19.2%,41,2,-3,$271K,-0.7%,6.4%,2476,5.0%,0.0%
"Los Angeles, CA",December 2016,All Residential,Place/City,False,CA,0.990665505,-0.2%,-0.2%,2324,4.7%,-4.8%,5747,-17.1%,14.4%,47,6,16,$593K,-3.7%,5.8%,1467,-33.1%,-11.7%
"New York, NY",May 2017,All Residential,Place/City,False,NY,0.969797693,0.3%,0.2%,1734,8.9%,2.0%,24414,3.4%,1.6%,72,-17,-26,$546K,-2.5%,2.1%,4821,12.9%,9.3%
"Houston, TX",June 2015,All Residential,Place/City,False,TX,0.981001523,0.1%,-0.5%,3002,12.8%,0.9%,7615,3.8%,23.2%,20,0,3,$205K,1.0%,2.3%,3740,2.2%,3.5%
"Houston, TX",November 2016,All Residential,Place/City,False,TX,0.969464555,-0.1%,-0.2%,2290,-1.8%,26.9%,8810,-5.2%,4.4%,39,-1,5,$206K,0.6%,14.5%,2512,-18.7%,-2.4%
"Los Angeles, CA metro area",March 2016,All Residential,Metro,False,CA,0.995139964,0.6%,0.3%,6185,37.4%,1.0%,15589,3.6%,2.3%,36,-9,1,$520K,3.7%,8.3%,8746,14.8%,2.1%
"Los Angeles, CA metro area",April 2016,All Residential,Metro,False,CA,0.996195922,0.1%,0.2%,6449,4.3%,-3.6%,16255,4.3%,2.2%,35,-1,3,$530K,1.9%,7.1%,8868,1.4%,-1.2%
"Washington, DC metro area",November 2012,All Residential,Metro,False,DC,0.984723206,0.1%,0.7%,4881,7.7%,23.7%,13690,-8.0%,-24.7%,33,-1,-23,$330K,3.1%,11.9%,4215,-21.9%,-2.3%
"Washington, DC metro area",August 2019,All Residential,Metro,False,DC,0.994801115,-0.2%,0.3%,6901,-7.5%,-2.4%,13942,-2.6%,-5.7%,33,5,9,$415K,-1.6%,4.1%,6808,-5.5%,-6.0%
"Chicago, IL metro area",October 2016,All Residential,Metro,False,IL,0.968919997,-0.2%,0.3%,7807,-10.4%,-4.9%,31367,-5.7%,-9.1%,46,5,-5,$220K,0.0%,10.0%,8631,-16.1%,-7.5%
"Seattle, WA metro area",September 2015,All Residential,Metro,False,WA,1.005241035,-0.2%,1.1%,4376,-6.8%,15.3%,6933,-4.0%,-25.7%,13,-1,-8,$400K,-3.2%,5.3%,4352,-9.4%,3.0%
"Phoenix, AZ",January 2015,All Residential,Place/City,False,AZ,0.971190009,-0.2%,-0.5%,1326,-25.8%,-3.2%,6423,6.9%,-10.3%,66,11,5,$180K,-2.7%,9.1%,2499,71.9%,-9.2%
"Phoenix, AZ",April 2017,All Residential,Place/City,False,AZ,0.982818712,0.2%,0.2%,2444,-1.6%,8.6%,6292,0.9%,-6.6%,44,-2,-1,$219K,-2.6%,4.5%,2808,-11.0%,-5.1%
"Phoenix, AZ",August 2019,All Residential,Place/City,False,AZ,0.983734383,-0.1%,0.4%,2417,-5.3%,0.6%,4646,-4.7%,-16.2%,42,1,2,$267K,0.8%,6.8%,2506,7.8%,-3.7%
"Phoenix, AZ",February 2020,All Residential,Place/City,False,AZ,0.985514866,0.2%,0.6%,1983,16.1%,11.4%,3639,-2.2%,-40.6%,40,-4,-15,$280K,1.8%,10.2%,2285,0.2%,-5.7%
"Washington, DC metro area",October 2012,All Residential,Metro,False,DC,0.983564153,-0.1%,0.5%,4532,0.0%,15.4%,14885,-6.3%,-24.3%,34,-4,-19,$320K,0.0%,14.3%,5398,-9.8%,1.4%
"Washington, DC metro area",February 2014,All Residential,Metro,False,DC,0.986722098,0.3%,0.1%,3574,7.8%,-5.4%,12988,3.1%,10.4%,46,-1,3,$335K,1.6%,6.4%,5724,12.5%,-2.0%
"Washington, DC metro area",April 2015,All Residential,Metro,False,DC,0.989813033,0.3%,-0.1%,5773,14.0%,10.3%,18804,16.7%,19.0%,27,-16,4,$370K,3.6%,1.4%,10865,21.4%,15.3%
"Chicago, IL metro area",September 2016,All Residential,Metro,False,IL,0.971237822,-0.1%,0.3%,8710,-16.3%,1.8%,33278,-0.7%,-8.0%,41,3,-5,$220K,-6.4%,4.8%,10290,-7.0%,0.4%
"Chicago, IL metro area",July 2017,All Residential,Metro,False,IL,0.977708724,-0.1%,0.3%,9814,-19.4%,-2.7%,31045,1.4%,-9.2%,30,1,-5,$250K,-2.0%,3.7%,11652,-15.4%,-1.6%
"Chicago, IL metro area",August 2017,All Residential,Metro,False,IL,0.974533228,-0.3%,0.2%,10235,4.3%,-1.7%,30906,-0.4%,-7.8%,32,2,-6,$240K,-4.0%,2.1%,11341,-2.7%,2.5%
"Chicago, IL metro area",July 2020,All Residential,Metro,False,IL,0.978693883,0.5%,0.3%,10821,32.1%,7.3%,22720,-3.2%,-32.0%,23,-8,-9,$283K,4.6%,7.4%,13707,5.1%,14.6%
"Boston, MA metro area",October 2013,All Residential,Metro,False,MA,0.983413326,-0.2%,1.2%,3913,-5.1%,13.8%,18672,-3.1%,-4.7%,79,-5,-25,$360K,-2.7%,10.8%,4854,-16.5%,17.1%
"Boston, MA metro area",March 2015,All Residential,Metro,False,MA,0.984056194,0.6%,0.1%,2593,28.6%,-5.0%,9079,-9.4%,-45.2%,99,-9,5,$375K,1.6%,3.6%,5493,129.3%,-6.6%
"Boston, MA metro area",August 2016,All Residential,Metro,False,MA,0.998821083,-0.3%,0.4%,5950,10.0%,3.2%,9727,-5.3%,-18.5%,14,3,-2,$439K,-1.3%,4.3%,4783,-7.3%,-6.0%
"Boston, MA metro area",November 2016,All Residential,Metro,False,MA,0.993681649,0.1%,0.7%,4349,6.9%,18.3%,8152,-17.2%,-19.7%,18,-1,-5,$427K,2.9%,6.7%,3250,-29.4%,-0.3%
"Boston, MA metro area",June 2017,All Residential,Metro,False,MA,1.011787325,0.2%,0.9%,6434,38.5%,0.0%,8854,1.5%,-15.4%,8,-2,-2,$478K,4.9%,6.3%,6747,-10.9%,-3.7%
"Philadelphia, PA metro area",September 2012,All Residential,Metro,False,PA,0.936273231,-0.6%,0.0%,1395,-20.1%,4.7%,11812,1.5%,-7.1%,71,5,-13,$146K,-11.5%,-3.3%,2455,-1.6%,6.1%
"Philadelphia, PA metro area",October 2013,All Residential,Metro,False,PA,0.942183607,-0.6%,0.4%,1637,-1.6%,22.4%,11219,-1.3%,-3.4%,57,2,-8,$150K,-3.3%,0.4%,2578,-3.0%,11.0%
"Philadelphia, PA metro area",May 2014,All Residential,Metro,False,PA,0.951380557,0.7%,0.1%,1906,17.8%,-8.5%,11124,4.5%,-0.2%,42,-20,-5,$165K,10.0%,-2.9%,3405,-7.1%,10.3%
"Philadelphia, PA metro area",September 2016,All Residential,Metro,False,PA,0.963106112,-0.3%,1.0%,2110,-14.2%,13.9%,9559,1.7%,-16.3%,48,4,-7,$170K,-6.1%,7.6%,2778,3.4%,0.7%
"Philadelphia, PA metro area",October 2017,All Residential,Metro,False,PA,0.965422385,-0.3%,0.4%,2184,-0.7%,9.2%,8626,-1.4%,-8.6%,43,2,-5,$185K,0.5%,8.8%,2712,-4.9%,3.2%
"Philadelphia, PA metro area",June 2020,All Residential,Metro,False,PA,0.972163315,0.4%,-0.4%,1580,37.8%,-39.6%,6213,3.8%,-17.0%,46,4,7,$250K,6.4%,5.5%,3229,39.7%,5.9%
"Seattle, WA metro area",September 2013,All Residential,Metro,False,WA,1.000732090,-0.3%,0.9%,3682,-15.3%,18.9%,9497,1.1%,5.4%,17,3,-11,$355K,0.0%,13.4%,4233,-13.1%,15.0%
"Seattle, WA metro area",December 2013,All Residential,Metro,False,WA,0.991564927,-0.3%,0.2%,3139,4.8%,1.4%,6926,-11.7%,9.7%,34,8,-3,$350K,1.6%,12.9%,1794,-30.1%,0.5%
"Seattle, WA metro area",May 2015,All Residential,Metro,False,WA,1.013485008,0.3%,1.0%,4614,5.3%,15.4%,6716,7.1%,-12.3%,9,-1,-4,$399K,-0.1%,9.4%,5817,1.7%,-2.4%
"Seattle, WA metro area",May 2020,All Residential,Metro,False,WA,1.004081393,-1.0%,0.0%,2978,0.3%,-38.2%,4837,1.8%,-37.8%,9,3,0,$585K,-2.5%,-1.2%,4707,28.4%,-32.1%
"Phoenix, AZ",June 2014,All Residential,Place/City,False,AZ,0.975601269,0.1%,-2.0%,2098,-0.8%,-8.0%,6787,-0.1%,28.7%,47,-6,13,$178K,2.9%,4.7%,2284,-10.4%,-15.3%
"Phoenix, AZ",June 2017,All Residential,Place/City,False,AZ,0.981561513,0.1%,0.2%,2698,-1.5%,9.9%,5939,-1.3%,-7.6%,43,1,-4,$236K,3.3%,6.1%,2751,-1.7%,4.2%
"Phoenix, AZ",March 2020,All Residential,Place/City,False,AZ,0.989272652,0.4%,0.7%,2170,9.4%,-3.7%,4333,19.1%,-30.3%,32,-8,-16,$299K,6.8%,17.3%,2923,27.9%,0.1%
"New York, NY",November 2015,All Residential,Place/City,False,NY,0.957882352,-0.4%,,1590,-13.4%,,20795,1.3%,,77,5,,$455K,1.1%,,2906,-25.9%,
"New York, NY",January 2016,All Residential,Place/City,False,NY,0.964278914,0.2%,,1606,-16.6%,,20501,1.3%,,89,6,,$495K,4.2%,,3323,67.1%,
"New York, NY",November 2016,All Residential,Place/City,False,NY,0.970429770,0.0%,1.3%,1820,-3.6%,14.5%,23970,-1.2%,15.3%,73,-6,-4,$550K,-3.5%,20.9%,2995,-15.2%,3.1%
"Houston, TX",November 2018,All Residential,Place/City,False,TX,0.969670425,0.1%,0.4%,2439,-4.4%,1.2%,9997,-3.1%,10.0%,44,4,-3,$218K,1.6%,4.6%,2762,-17.4%,-3.6%
"Los Angeles, CA metro area",February 2013,All Residential,Metro,False,CA,0.996264329,0.2%,2.0%,5193,-5.3%,-1.6%,9820,-2.0%,-59.6%,24,-6,-44,$360K,5.9%,20.0%,6803,-1.3%,-16.3%
"Los Angeles, CA metro area",December 2018,All Residential,Metro,False,CA,0.988931665,-0.3%,-0.9%,4897,-3.7%,-18.2%,16294,-14.3%,33.9%,51,6,6,$600K,-4.0%,2.6%,3464,-41.2%,-3.5%
